full_text,Sentiment
"Mymensingh and Cumilla cities go to polls today to pick their mayors and councillors, just two months after the Awami League formed a new government.
#Bangladesh #politics #newsupdate 
https://t.co/OuABFW86cv",O
"Over the last 2-3 decades we can see a significant improvement in #womenâ€™s education, but when it comes to job opportunities, ... progress is far less than what is needed, @ilo's Sangheon Lee tells @CNN 
#InvestInWomen #IWD2024 
https://t.co/lR9Fm4B88R https://t.co/PfoTEb2nze",N
"Letâ€™s pedal towards a healthier, cleaner and greener Bangladesh! Join the cycling revolution with Bangladesh Students' League (BSL) and pave the way for a sustainable future. 

#GreenBangladesh 
#CyclingRevolution 
#BSL

Hussain saddam vai â¤ï¸â¤ï¸

@saddam1971 https://t.co/NXDlYjT7wQ",P
"à¦•à§‡à¦¨ à¦°à¦¾à¦œà¦¨à§€à¦¤à¦¿à¦¬à¦¿à¦¦à¦°à¦¾ à¦¸à¦¾à¦§à¦¾à¦°à¦£à¦¤ à¦®à¦¾à¦¨à§à¦·à¦•à§‡ à¦˜à§ƒà¦£à¦¾ à¦•à¦°à§‡?
Why politicians generally hate humans?

#Politics
#Bangladesh",N
"The identity of two of the five injured students could be known till the time of filing this report. They are Shahadat Hossain and Maisha Tasnim -- of Public Administration department.

#CrimeNews #Bangladesh 

https://t.co/DxiTzWS8oB",N
"Our beloved president of #Bangladesh #Students #league , dynamic leader @saddam1971 vaiâ¤ï¸
#joy_bangla 
#joy_bangabandhu 
#SheikhHasina
#BSL https://t.co/0m2gysv6eW",O
"Bangladesh, Index Palza Shopping mall, Narsinghdi district...

Hindus protest against a Muslim man who was selling shoes with ðŸ•‰ï¸, police later sealed the shop. https://t.co/aleOEUTctD",N
"ðŸŸ¨ Job Opening: Country Lead Technical Specialist (Digital Finance)!

ðŸ‡§ðŸ‡© Dhaka, Bangladesh (Nationals Only).

ðŸ“† Application Deadline: 28 March 2024.

âœï¸ Apply: https://t.co/RJry5082YX https://t.co/8bfucIY7u8",O
Pretty Impressive stuff by Bangladesh batters. Despite losing 7 wickets they've managed to put up some good partnerships throughout their innings. Three 50+ &amp; two 40+ partnerships. Chasing 287 is a bit tricky job IMO as Sri Lanka is in the CHASE now. #BANvsSL #ODI,O
"We're thrilled to share the news of yet Today one more successful Conducted interview with AMCO, the esteemed Saudi Arabia Dammam biggest mechanical ProjectÂ Job Trade Test Interview in Dhaka, Bangladesh - 6G,4G Welder , ARC welder , interview with a lineup Candidates -200 Noc . https://t.co/K63IYnfj9j",P
"Students visited AdaptWOMEN Corner to learn about local-led adaptation initiatives led by women. Under the implemented project ""AdaptWOMEN Corner: Empowering Resilience in Home-based Settings,"" funded by Actionaid Bangladesh
#LLA
#Aadaptation
#Women
#ClimsteJustice https://t.co/0CzoyERgUp",P
"@DonnchaLaw This is the biggest bull**** I have come across this week.

Besides, immigration from where? Skilled, educated, respectful and law-abiding workforce from Poland, Hungary, Brazil, Spain? Or system abusers from Eritrea, Bangladesh, Egypt, Sudan, Senegal etc?",N
"@AamAadmiParty @ArvindKejriwal Vindictive politics never lasts.....we have read about Mughal Raj, British Raj....so it cannot be different..... history repeats..... Looks like India is following Bangladesh's political footsteps where all the key leaders are put behind bars before the election.....",N
"@PTI_News Vindictive politics never lasts.....we have read about Mughal Raj, British Raj....so it cannot be different..... history repeats..... Looks like India is following Bangladesh's political footsteps where all the key leaders are put behind bars before the election.....",N
"à¦¬à§ˆà¦ à¦•à§‡ à¦¹à§‡à¦«à¦¾à¦œà¦¤ à¦¨à§‡à¦¤à¦¾à¦°à¦¾ à¦—à§à¦°à§‡à¦ªà§à¦¤à¦¾à¦°à¦•à§ƒà¦¤ à¦¨à§‡à¦¤à¦¾à¦•à¦°à§à¦®à§€à¦¦à§‡à¦° à¦®à§à¦•à§à¦¤à¦¿à¦° à¦¬à¦¿à¦·à¦¯à¦¼à§‡ à¦†à¦²à§‹à¦šà¦¨à¦¾ à¦•à¦°à§‡à¦¨à¥¤
#politics #Bangladesh 
https://t.co/5ZRes61dKQ",O
"BSU's former general secretary, freedom fighter Adv. Golam Arif Tipu has been remembered with respect. 

#BSU https://t.co/JIMjORSKHh",P
"Bangladesh cricket never disappoints Cricket Fans.

DRS - Drastic Review System 

#CricketTwitter
https://t.co/Y7kkF1AQAT",P
"Primary and secondary #students' reliance on unauthorised ""#guidebooks"" and ""#notebooks"" increased significantly in last year, a study unveiled today
#bangladesh #education
https://t.co/Jvbcg5HGOL",N
He has been banned in Bangladesh for this very reason. Here is his brief profile and his job description. https://t.co/A05EvHKZ7S,O
"@TiceRichard Why have you fielded a Bangladesh candidate whose x timeline is purely devoted to Bangladesh politics?  

He barely speaks Englishâ€¦ https://t.co/uzQXFcVK68",N
"@arifaajakia The Razakar Must Not Allowed To Contest Elections. 
Pakistan and Bangladesh Have Law To Restrict Any Minority From Rising above certain Post. 
They Also Disallow Them To Contest Top Posts In Military and Politics.. 
India Has To Have Our Own Laws To restrict Converts, Criminal.",N
"@drunkJournalist @Indian10000000 Lots of Biharis are working in Bangladesh for yrs.
Many Indian students are pursuing MBBS degree in Bangladesh.
Bangladesh sent us vital medicines during covid which were in great demand then, joker Modi had then claimed India to be dispensary of the world.",P
"During his first job  

There was highest Income Tax slab was 97.75% in 1973-74 post Bangladesh War 

People Whoever crying now for 30% tax slab should grateful to Govt https://t.co/Y1J8RgIxsu",N
"Iftar program
Iftar program inside the rohingya refugee camps in cox's bazaar bangladesh for rohingya muslims and every Muslim love to have Iftar in Iftar time whatever the Iftar items it doesn't matter for Muslims. https://t.co/9FDd9yajEJ",P
"Don't let them manipulate the election politics. They are doing it deliberately to mainstream the katuas from Bangladesh. 
Let there be a Nillie.",N
"Indeed! #Bangladesh #Buet #Student #Politics #ChhatraLeague #AwamiLeague @albd1971 @bdbnp78 @BNPBdMediaCell
https://t.co/DCXU0PLUWJ",O
"@MeghUpdates and then they protest against the law of giving fast track citizenship to persecuted Hindus in Pakistan, Bangladesh and Afghanistan.",N
"@Upintheair380 Yeah aware of this. It's partial dunki partial politics, Pakistan and Bangladesh has been skipped and they are also top contributors of ILLEGAL immigration in LATAM.",N
"Dynastic politics is everywhere eg Bush, Clintons, Adams in the US, Nehru-Gandhi etc in India, Sheikh Hasina in Bangladesh, England literally has monarchy. Blaming politicians alone for our issues is overly simplistic and insincere. Blame the real culprits warna khamosh rahain.",N
"At Bangladeshâ€™s OIC campus, international students recreate Eid atmosphere of home https://t.co/XS8Zdjyk1y",P
"WHO'RE THE RESIDENTS OF BENGAL?

WB govt schemes' BENEFITS ARE BEING SOLD IN BANGLADESH

WITH
BISHWA BANGLA STICKER

EVEN STUDENTS ARE ILLEGAL IMMIGRANTS WITH FREE MOVEMENT ACTOSS BORDER
@AmitShah
Doling out sovereignty 
@MamataOfficial
https://t.co/IGTn6fceGf
à¦†à¦¨à¦¨à§à¦¦à¦¬à¦¾à¦œà¦¾à¦° à¦ªà¦¤à§à¦°à¦¿à¦•à¦¾",O
"@subhash92 @gharkekalesh Why everyone hates India? It's because of dirty Indian politics towards the neighbour countries.  Why pakistani, nepali, Maldives and bangladesh boycotting Indian products...",O
"@peterstopcrime @OldPunk76 It is a racket set up in the community. They forge birth certificates,  employment records, earning records,  It is a wide spread web taking in UK, Pakistan &amp; Bangladesh as far as I know, but any muslim from anywhere will be helped to do defraud the immigration system. ðŸ‘‡",N
"Among these four groups, Group 3 and 4 will be the group of death imo.

NZ West Indies and Afghanistan in group 3

South Africa Sri Lanka and Bangladesh in group 4.

I expect atleast a couple of major upsets before the super 8 stages.",O
"Ukraine shot down Tu-22M3 Strategic Bomber Using Soviet-era S-200 Missile System
#SaudiArabia #Riyadh #UAE #Qatar #Egypt #Iraq #Turkey #SouthKorea #Japan #Malaysia #Indonesia #Philippines #Morocco #Algeria #Bangladesh #Pakistan #BangladeshArmy #PakistanArmy #India #Delhi https://t.co/OixD1mimow",O
"My education System Right now 
4Month a semister 
35 Days University Off (Official&amp; Unofficial) 
20 Days exam (Midterm &amp; Final)
Remaining 65 Days Class 
3days a week class on university 

So 32 Days for our classes.  

What an education system I have
#Bangladesh #education",N
"@AHSIndia_ Neither Palestine nor Iran give a fck about muslims living in India/ Pak/ Bangladesh . As long as you are in India you have democratic rights and can opt to live peacefully ,unlike in Saudi the moment you come on roads to protest you will be severely punished or may be deported",P
"Ukrainian ATACMS destroyed Russia's S-400 launchers, three radars and Fundament-M air surveillance system
#SaudiArabia #Riyadh #UAE #Qatar #Egypt #Iraq #Turkey #SouthKorea #Japan #Malaysia #Indonesia #Philippines #Morocco #Algeria #Bangladesh #Pakistan #BangladeshArmy https://t.co/xBVkG6VaLw",O
"@theupindex @JitinPrasada good. Now, Govt shd learn from Chinese , to now capitalise these infra. apart from 100 seats for local student, 100 seats for South asian(Bangladesh nepal SL) students shd be started in these colleges at Market Price. It improves clg &amp; generate wealth",O
"#BNP doesn't consider people's support as the main base to go to power, he said.
#bangladesh #politics
https://t.co/CuxhlZCztk",O
 No nothing is difficult I made an invincible border management system back in 2017 which stops Even a fly from Bangladesh given to pmo.[@Sentiment]O,O
This is very misleading. As someone living in Saudi for 23 years its much better for u to be here then in Pakistan or bangladesh. unless ur like in lowest of low paying job. But if ur doing same job back in home country then ME still better,N
"@swapsk @Modified_Hindu9 I know BJP is doing politics on religious basis, so did Congress.
But can you explain where did hindus from Malaysia,Maldives, Indonesia, Afghanistan, Pakistan, Bangladesh, Kashmir go ?
Moreover Currently we are minorty in 102 districts out of 766.",N
"Transports owners and workers today called 48-hour strike across Chattogram from tomorrow morning to press home their four-point demand, including compensation for buses burnt by the students of #Chittagong University of Engineering and Technology (Cuet)...
#Bangladesh",N
"â€œNot just Bangladeshis, but the club welcomes students from every background to enjoy the different traditional aspects of Bangladesh.""

The Bangladesh Cultural Club flourished with thriving community
https://t.co/mBrttMRz8m",P
"the presence of all these bombs and #nsg in  #Sandeshkhali proves beyond all doubt that #westbengal politics is controlled by across the border -  possibly to make greater #bangladesh 

These are not locally produced arms/bombs - foreign sourced #tmccountdsown #tmcviolence #TMC",N
"@sabyasa74237281 @RandomBengali46 @bong_politics @KushalD70317373 same video somedays ago evm news (swapan) had made
Bangladesh terrorist organizations are used in this election to sabotage

Few days back RAW chief was here
I will share the video link of that news",N
@kadaipaneeeer Add bKash payment system in Bangladesh. We will definitely buy subscription.,O
"Zimbabwe team captain Sikander Raja's protest style at its best.

Before speaking at a press conference in Bangladesh, Palestinians removed a Coke bottle in solidarity with Muslims.

#GazaGenocides #FreePalestine #Ä±sraelTerrorists https://t.co/9B8wdTrdSi",P
"Excited to share that under HPM #SheikhHasina's visionary leadership, we kicked off construction on the DPDC #TwinTower back in Feb 2022. Seeing the structure take shape is proof of our commitment to revolutionize the power distribution system.
#Bangladesh https://t.co/CclGm76CmV",P
"@The_Mwanje @zuena_kirema Use India as case study for tukutuk, Bangladesh the same. Use middle east to learn how to combat crime. All those mentioned have those bikes so system breakdown makes lawlessness.",N
"Rizvi urged opposition leaders and workers to boycott the ""so-called"" upazila elections. He told #BNP leaders and supporters not to be swayed by the AL's attempts to spread fear or confusion.
#bangladesh #politics
https://t.co/1ePoEu8yUG",N
"#à¤¦à¤¹à¥‡à¤œ_à¤¦à¤¾à¤¨à¤µ_à¤•à¤¾_à¤…à¤‚à¤¤_à¤¹à¥‹
Biggest ever war against Dowry System by: 
Sant Rampal Ji Maharaj

The followers of Sant Rampal Ji Maharaj, with his grace, are dedicated to eliminating the dowry system forever, initiated from India, with huge ripple effect to Nepal, Bangladesh and Pakistan! https://t.co/PBkb8ikTF8",P
"Pure Earth Bangladesh and BYEI organized the National Earth Olympiad #NEO2024 campaign across schools and colleges nationwide, educating thousands of students about lead pollution through leaflets, highlighting its impacts, sources, and prevention methods. #SolveLeadPollution https://t.co/0UCMlgUOLK",P
"à¦¬à¦¿à¦à¦¨à¦ªà¦¿ à¦¨à¦¾à¦¨à¦¾ à¦·à¦¡à¦¼à¦¯à¦¨à§à¦¤à§à¦°à§‡à¦° à¦®à¦¾à¦§à§à¦¯à¦®à§‡ à¦¸à¦°à¦•à¦¾à¦°à¦•à§‡ à¦šà¦¾à¦ªà§‡ à¦«à§‡à¦²à¦¤à§‡ à¦—à¦¿à¦¯à¦¼à§‡ à¦¨à¦¿à¦œà§‡à¦°à¦¾à¦‡ à¦šà¦¾à¦ªà§‡ à¦†à¦›à§‡ à¦¬à¦²à§‡ à¦®à¦¨à§à¦¤à¦¬à§à¦¯ à¦•à¦°à§‡à¦›à§‡à¦¨ à¦†à¦“à¦¯à¦¼à¦¾à¦®à§€ à¦²à§€à¦— à¦¸à¦¾à¦§à¦¾à¦°à¦£ à¦¸à¦®à§à¦ªà¦¾à¦¦à¦• à¦à¦¬à¦‚ à¦¸à¦¡à¦¼à¦• à¦ªà¦°à¦¿à¦¬à¦¹à¦¨ à¦“ à¦¸à§‡à¦¤à§à¦®à¦¨à§à¦¤à§à¦°à§€ à¦“à¦¬à¦¾à¦¯à¦¼à¦¦à§à¦² à¦•à¦¾à¦¦à§‡à¦°à¥¤
#Bangladesh #Politics #Newsupdate
https://t.co/eWTuoELkW5",O
