full_text,Sentiment
"#TheNews | Bangladesh To Vote In Election Guaranteed To Give Sheikh Hasina Her 5th Term

Report by @MickyGupta84 https://t.co/dSv8QcCjjG",P
"Prime Minister Sheikh Hasina commenced the day by paying tribute to Father of the Nation Bangabandhu Sheikh Mujibur Rahman with a wreath-laying ceremony at his portrait in Dhanmondi-32, commemorating the pivotal March 7.
#Bangladesh 
https://t.co/ZHqayuFYuz",P
"#RMG export to the #EuropeanUnion has reached US$ 13.92 bn from July-January of the Fiscal Year (FY) 2023-24, according to the #Export Promotion Bureau (EPB).
With an increase of 1.32% compared to the same period of previous FY, the export to #Spain, #France, #Netherlands and https://t.co/t7qUPg1lCd",P
"Donâ€™t spend money for Iftar Party in holy month of Ramadan . Rather spend the money for the needy people .
â€”â€”Hon . PM Sheikh Hasina . https://t.co/Zf9W5TywQC",P
"News alert ðŸš¨ 

Bangladesh Prime Minister Sheikh Hasina arrested 10 Hindus, as they protested against the attack on the Kali temple in Faridpur. 

India should take firm action if they are not released soon.
#HindusUnderAttack 
#Arrest 
#Hindu https://t.co/O33vCAYgBA",N
Bangladeshi Prime Minister Sheikh Hasina was sworn in for her fourth straight five-year term on Thursday. https://t.co/SLMO3AO6ex,P
"Bangladesh's recent election saw Awami League retain power, giving PM Sheikh Hasina her 4th term. However, concerns over electoral integrity, pre-election crackdowns &amp; fake opposition candidates raised questions on credibility of the victory.
https://t.co/3QIeQcnxQO #CIVICUSLens https://t.co/hwjRxDgxNq",N
"Sheikh Hasina lands in Delhi for PM Modi's swearing-in ceremony

#ElectionsOnWION #SheikhHasina 

Watch: https://t.co/QKrriJWl8B

https://t.co/QKrriJWl8B",O
"Brave report on corruption at senior levels in #Bangladesh. Two main advisors in Sheikh Hasinaâ€™s authoritarian govt apparently tried to purchase a second citizenship to evade accountability for rights abuses if they had failed to rig the 2024 elections 
https://t.co/OMPH23Fncl",N
"#Bangladesh PM Sheikh Hasina Calls On Prez Murmu At Rashtrapati Bhavan

Read More:
https://t.co/yHyFpJLP6H",O
"Bangladesh à¤•à¥€ PM Sheikh Hasina à¤•à¥‡ à¤¸à¤¾à¤®à¤¨à¥‡  T20 World Cup à¤•à¥‹ à¤²à¥‡à¤•à¤° à¤•à¥à¤¯à¤¾ à¤¬à¥‹à¤²à¥‡ PM à¤®à¥‹à¤¦à¥€?

Full Video: https://t.co/tXMaglZTPV

#pmmodi #narendramodi #bangladesh #t20worldcup #worldcup #pmmodiont20worldcup #latestnews #breakingnews #trending #rbharat #republicbharat https://t.co/dEUVyOWmwT",O
"#SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",P
"The ruler of #Bangladesh, Sheikh Hasina Mujibur Rahman, fled to Spain after the revolution of
 University students overthrew Hasina and her tyranny after 16 years of rule under the military and after the decision to allocate 30% of government jobs to the army and their relatives https://t.co/gVVV3dSj5f",N
"EU Ambassador to Bangladesh Charles Whiteley yesterday congratulated Sheikh Hasina on her re-election as the prime minister for the fourth consecutive term.
#Diplomacy #Newsupdate 
https://t.co/7MJA6UBG4x",P
@FrameTheGlobe Bengali people show the courage against sheikh hasina while the pakistanis are the slaves who could never dare to come against the most dreaded terror group that is pak army and the ISI. The men and women needs to come out and through out these two groups. This is only solution.,N
"à¦ªà§à¦°à¦¾à¦¨à§‹à¦šà§à¦›à¦² à¦¤à¦¾à¦°à§à¦£à§à¦¯ à¦­à¦°à¦¾ à¦¸à¦¬à§à¦œ à¦ªà§à¦°à¦¾à¦£ 'à¦¶à§‡à¦– à¦¹à¦¾à¦¸à¦¿à¦¨à¦¾'ðŸŒº  
â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”
'SHEIKH HASINA' à¦¤à¦¾à¦°à§à¦£à§à¦¯ à¦¤à¦¾à¦à¦° à¦ªà§à¦°à¦¤à§à¦¯à¦¯à¦¼, à¦šà§‡à¦¤à¦¨à¦¾à¦° à¦‰à§Žà¦¸, à¦…à¦¨à¦ªà§à¦°à§‡à¦°à¦£à¦¾à¦° à¦…à¦œà§‡à¦¯à¦¼ à¦¶à¦•à§à¦¤à¦¿à¥¤ ðŸ’ž https://t.co/FRSa6Ioef5",O
"Down the Line | 

""What an average Bangladeshi citizen thinks or wants has totally slid back into a place of irrelevance.""

What remains behind is the supremacy of regional &amp; global power interests manifested in Sheikh Hasina's streak of regime wins.

ðŸ“Ž https://t.co/B30BEhFW1G https://t.co/bKYXTRyOxa",N
"Incredible development made under leadership of PM Sheikh Hasina in past 15 years: State Minister for Info Arafat
#pmhasina #Arafat 
https://t.co/s9rvB5zVWa",P
"ðŸ‡ºðŸ‡¦ President @ZelenskyyUa had important meetings with the ðŸ‡¦ðŸ‡¿President @presidentaz, theðŸ‡§ðŸ‡© PM Sheikh Hasina Wazed, and the ðŸ‡³ðŸ‡± PM @markrutte, in #Munich.

What was their discussion about? Discover it hereðŸ‘‡
https://t.co/ViCiKfMjNY

ðŸ“·: Office of the President https://t.co/yodN2wCWDW",O
"Why Sheikh Hasina Ji is silent??
@VoiceofHindu71",N
Hon. PM Sheikh Hasina paid glowing tributes to the martyrs of language movement at midnight. She attributed that Ekush has taught us to live with dignity with our head upright . https://t.co/gq7VzNF9Sf,P
Bangladesh PM Sheikh Hasina expected to secure a fourth term in Sunday's election as her long-time rival Khaleda Zia languishes under house arrest. Here's a look their political histories https://t.co/KEahT1Bxkp,P
"The Iron Lady Sheikh Hasina!

â€¢ Banned the terrorists â€œjamate Islamiâ€
â€¢ fought against military regime and sent them back to the barracks.
â€¢ made Bangladesh a economic power hub of Asia.
â€¢ took stand against islamist groups and protected the Hindu community just like mujib. https://t.co/rtG1hX9Fob",P
"How Bangladesh has become a 'personalized autocracy' under Sheikh Hasina | DW News

 https://t.co/Q7rHyiSMxJ",N
"Is Sheikh Hasina using father Mujibur Rahman to keep her grip over Bangladesh politics?

READ: https://t.co/DFrME0mqcH

https://t.co/DFrME0mqcH",N
"ðŸ”—: https://t.co/8rLfV5pUXa
Prime Minister Sheikh Hasina on Friday conferred ""Best Joyeeta Award-2023"" at the national level to five women.

#SheikhHasina #PrimeMinister #joyeetaaward #difficulties #tbs #thebusinessstandard https://t.co/6UP3HR8RZt",P
"4 great women from my ethnicity

Kajol 
Arundhati Roy
Sheikh Hasina
PinkPantheress https://t.co/P2XRXpnmtb",P
So it appears that Khaleda Zia's assiduous courting of Washington D.C managed to bring Beijing and Delhi together on Sheikh Hasina's side. Continuing to piss off Delhi though is not a smart move for the BNP in the short or medium term though.,P
"India must stand by Madam Sheikh Hasina.

These India out campaigns that we are seeing are fuelled by China &amp; CIA.

If Northeast India has to become the Ashtalakshmi as Modiji says, we will need support from Bangladesh &amp; Madam Hasina.

In the East now, hope lies in NE &amp; Odisha.",O
"ðŸš¨Because Sheikh Hasina in Bangladesh gave Modi electricity contracts for Adani, Modi gave country's land to Bangladesh, making more than 14 thousand Bangladeshis Indian!

This is what happens to take settlemont! Let the settlement be done by giving utensils in your house! https://t.co/OzrJqaqq4h",N
"â€œAnd, the betrayal continued until Indiaâ€™sÂ protege Sheikh Hasina was installed in authority though a rigged election in December 2008. RAW ensured that she stayed in power by defrauding subsequent elections to continue serving the Indian agenda. A few years back, HasinaÂ publicly",N
"Prime Minister Sheikh Hasina on Saturday made it clearÂ  she won't approve any unnecessary projects which are taken just for the sake of construction without calculating their benefits for the country and its people.
#Bangladesh
https://t.co/eeFx1zWdfO",P
"Not gonna lie, Sheikh Hasina might be the smartest woman in the entire world",P
"In a congratulatory message extended to Sheikh Hasina on her reelection as Bangladeshi prime minister on Thursday, President Xi Jinping underlined Beijing's readiness to carry forward the traditional friendship with Dhaka, advance the high-quality building of the #BeltandRoad and https://t.co/eV9HifXmxL",P
"PM Sheikh Hasina van Bangladesh overleefde 19 (!) moordaanslagen, PM Bhutto van Pakistan werd vermoord, PM Bouden Romdhane uit Tunesie is alweer ontslagen en zowel TourÃ© and Boye PM van Senegal werden gearresteerd maar Emine denkt Bart Nijman de les te moeten lezen.",O
"#SmartBangladeshâ¤ï¸ðŸ‡§ðŸ‡©
Mujibio Shuvecsha O Shuvo Kamona Honorable Prime Minister Sheikh Hasina...à¦œà¦¯à¦¼ à¦¬à¦¾à¦‚à¦²à¦¾ à¦œà¦¯à¦¼ à¦¬à¦™à§à¦—à¦¬à¦¨à§à¦§à§â¤ï¸ðŸ‡§ðŸ‡©",O
@IndiaSpeaksPR Bangladesh PM Sheikh Hasina will be representing them,O
"Had the honour of meeting with Bangladesh Prime Minister Sheikh Hasina to discuss ways to enhance bilateral trade relations between India and Bangladesh. Our discussions were incredibly productive, focusing on areas of mutual interests and the shared vision for economic growth. https://t.co/RAlyL5Vknk",P
"Prime Minister Sheikh Hasina has congratulated Labour leader Sir Keir Starmer on becoming the prime minister of Britain

Read more :https://t.co/gekNnTPmNA

Follow us on instagram: https://t.co/hGFtRMA8UF

#sheikhhasina #greetings #SirKeirStarmer #somoytv https://t.co/ELR5KenFmH",O
"'Upset' Bangladesh PM Sheikh Hasina cuts short her China visit 

@Mohammed11Saleh tells you more 

Watch more at https://t.co/AXC5qRuO3J https://t.co/PCjA2VgJPy",N
"Former prime minister of United Kingdom Tony Blair has congratulated Sheikh Hasina for her #reelection as prime minister of Bangladesh.
#Bangladesh #SheikhHasina #newsupdate 
https://t.co/sdE20TVpbh",P
"The #Bangladesh interim governmentâ€™s foreign affairs advisor Mohammed Touhid Hossain, has said that as cases mount against Sheikh Hasina, his country could consider seeking the extradition of the former premier but that would create an â€œembarrassing situation for the Indian https://t.co/dEOe7gWFh0",N
"Organization of Islamic Cooperation (OIC) Secretary-General Hissein Brahim Taha has extended heartfelt congratulations and warmest felicitations on behalf of the OIC and on his own behalf to Sheikh Hasina on her re-election as prime minister.
https://t.co/XwC13ISKMG",P
"à¦«à§‡à¦¬à§à¦°à§à¦¯à¦¼à¦¾à¦°à¦¿à¦° à¦ªà§à¦°à¦¥à¦® à¦¦à¦¿à¦¨à§‡ à¦®à¦¾à¦¸à¦¬à§à¦¯à¦¾à¦ªà§€ â€˜à¦…à¦®à¦° à¦à¦•à§à¦¶à§‡ à¦—à§à¦°à¦¨à§à¦¥à¦®à§‡à¦²à¦¾ à§¨à§¦à§¨à§ªâ€™ à¦¶à§à¦°à§ à¦¹à¦¤à§‡ à¦¯à¦¾à¦šà§à¦›à§‡à¥¤ à§§ à¦«à§‡à¦¬à§à¦°à§à¦¯à¦¼à¦¾à¦°à¦¿ à¦¬à¦¿à¦•à¦¾à¦²à§‡ à¦¬à¦‡à¦®à§‡à¦²à¦¾ à¦‰à¦¦à§à¦¬à§‹à¦§à¦¨ à¦•à¦°à¦¬à§‡à¦¨ à¦ªà§à¦°à¦§à¦¾à¦¨à¦®à¦¨à§à¦¤à§à¦°à§€ à¦¶à§‡à¦– à¦¹à¦¾à¦¸à¦¿à¦¨à¦¾à¥¤ à¦‰à¦¦à§à¦¬à§‹à¦§à¦¨à§€ à¦…à¦¨à§à¦·à§à¦ à¦¾à¦¨à§‡ à¦ªà§à¦°à¦§à¦¾à¦¨à¦®à¦¨à§à¦¤à§à¦°à§€ à¦¸à¦®à§à¦ªà§à¦°à¦¤à¦¿ à¦˜à§‹à¦·à¦¿à¦¤ à¦¬à¦¾à¦‚à¦²à¦¾ à¦à¦•à¦¾à¦¡à§‡à¦®à¦¿ à¦¸à¦¾à¦¹à¦¿à¦¤à§à¦¯ à¦ªà§à¦°à¦¸à§à¦•à¦¾à¦° à§¨à§©-à¦à¦° à¦¬à¦¿à¦œà¦¯à¦¼à§€à¦¦à§‡à¦° à¦¹à¦¾à¦¤à§‡ à¦ªà§à¦°à¦¸à§à¦•à¦¾à¦° à¦¤à§à¦²à§‡ à¦¦à§‡à¦¬à§‡à¦¨à¥¤
#à¦¶à§‡à¦–à¦¹à¦¾à¦¸à¦¿à¦¨à¦¾ https://t.co/VAzdDwJz3B",O
"Prime Minister Sheikh Hasina today called upon the international community to take measures toÂ repatriate RohingyasÂ to their homeland of Myanmar and ensure their dignified lives there.

https://t.co/B5K1k6wTpd",P
President of Women Political Leaders (WPL) Silvana Koch-Mehrin paid a call on Bangladesh Prime Minister Sheikh Hasina today prior to the Munich Security Conference. https://t.co/6TdnA97wYo,O
"Prime Minister Sheikh Hasina has inaugurated ""Bangabandhu App"" that featured life sketch of Father of the Nation #Bangabandhu Sheikh Mujibur Rahman and #Bangladesh's history. https://t.co/SSbqeEqFx3",
"No shortage of commodities
during Ramadan: PM Sheikh Hasina
-----------
Prime Minister Sheikh Hasina today assured the countrymen that there will be no shortage of essential commodities during the upcoming Holy Month of Ramadan. https://t.co/Tyc7bSPjwy",P
"âœï¸ BangladeÅŸli gazeteci Imtiaz Ahmed, Harici iÃ§in yazdÄ±:

ðŸ‡§ðŸ‡© BangladeÅŸ, 7 Ocak Pazar gÃ¼nÃ¼ seÃ§imlere gidiyor

âŒ Ana muhalefetteki BangladeÅŸ MilliyetÃ§i Partisi (BNP) ile bazÄ± sol ve saÄŸ Ä°slami partiler seÃ§imleri boykot ediyor

ðŸ—³ï¸ BaÅŸbakan Sheikh Hasina ise 'sandÄ±klara sahip Ã§Ä±kÄ±n' https://t.co/0ss3zq1IwZ",O
ðŸ‡§ðŸ‡© The US and China are united that they want Sheikh Hasina out. The Bangladesh voter may have other ideas https://t.co/Z50VWX1PYc,N
"â€¢  Admitted to Sheikh Hasina burn institute
â€¢  Fire service on spot

#Gazipur  #Explosion  #Injured #DhakaTribune

https://t.co/MVj90UCZAq",N
#SheikhHasina has felt the heat of the #IndiaOut #BoycottIndia and #BoycottIndianProducts movement. This movement is transforming into a revolution. Sheikh Hasina and BAL are the products of India. India is our number one enemy.,N
"Prime Minister Sheikh Hasina on Wednesday once again questioned Ziaur Rahmanâ€™s loyalty during the 1971 Liberation War of Bangladesh.
#Bangladesh 
https://t.co/0WC582ek7l",N
"Read more: https://t.co/LZleUVe2YF
Prime Minister Sheikh Hasina reaffirmed her commitment to forge forward with the vision of prosperity and build a Smart Bangladesh on the occasion of Independence Day
#SheikhHasina #independanceday #TBSNews https://t.co/cxqy0PcQMC",P
Bangladesh under Sheikh Hasina.,O
"Prime Minister Sheikh Hasina on Wednesday paid tribute to Father of the Nation Bangabandhu Sheikh Mujibur Rahman on the occasion of the historic Mujibnagar Day.
#Bangladesh2024 #Bangladesh 
https://t.co/hFPqlf99dz",O
HPM Sheikh Hasina for building hunger-poverty free prosperous 'Sonar Bangla' | News | Bangladesh Sangbad Sangstha (BSS) https://t.co/kLsTxf0sS6,P
"Prime Minister Sheikh Hasina today inaugurated construction of the 10-storey Bangabazar Nagar Wholesale Market.
#Bangladesh 
https://t.co/kta1S3poZu",O
Sheikh Hasina is ready to give everything. All her Indian friends need is to submit a list of demands. https://t.co/DORoaD3VR1,N
